COMPANY,RANK,RANK_CHANGE,REVENUE,PROFIT,NUM_OF_EMPLOYEES,SECTOR,CITY,STATE,NEWCOMER,CEO_FOUNDER,CEO_WOMAN,PROFITABLE,PREV_RANK,CEO,WEBSITE,TICKER,MARKET_CAP,CEO_NAME,CEO_DOB,DOB_MMDD,DOB_YYYY,MISSING_DOBS,BIRTH_CITY,BIRTH_STATE,ORIGIN_STATE,CURRENT_RESIDENCE,CEO_BACH_MAJOR,CEO_BACH_SCHOOL,CEO_MAST_MAJOR,CEO_MAST_SCHOOL,PHD,DROPPED_OUT,YR_TURNED_CEO,PREVIOUSLY_CEO,SECOND_MAST_MAJOR,SECOND_MAST_SCHOOL,THIRD_MAST_MAJOR,THIRD_MAST_SCHOOL,ZODIAC,AGE,AGE_TURNED_CEO
Amphenol,341,8,10876,1591,90000,Technology,Wallingford,CT,no,no,no,yes,349,R. Adam Norwitt,https://www.amphenol.com,APH,45130,R. Adam Norwitt,1/1/1969,1/1/2023,11/1/1969,"MMDD missing, default to 1/1",,,,CT,Political Science,Georgetown University,MBA,INSEAD,no,no,11/1/2018,no,JD,"University of Michigan, Ann Arbor",,,,54,49
Quest Diagnostics,342,-18,10788,1995,44500,Health Care,Secaucus,NJ,no,no,no,yes,324,James E. Davis,https://www.questdiagnostics.com,DGX,16349,James E. Davis,,,,,,,,,Aerospace Engineering,University of Michigan,Applied Math,MIT,no,no,11/1/2022,yes,MBA,MIT,,,,,
FirstEnergy,343,-49,10758,1283,12395,Energy,Akron,OH,no,no,no,yes,294,John W. Somerhalder II,https://www.firstenergycorp.com,FE,26182,John W. Somerhalder II,1/7/1956,1/7/2023,11/1/1956,,Hardtner,KS,,GA,Chemical Engineering,University of Arizona,no,no,no,no,11/1/2022,yes,,,,,Capricorn,67,66
DCP Midstream,344,98,10707,391,1788,Energy,Denver,CO,no,no,no,yes,442,Wouter T. van Kempen,https://www.dcpmidstream.com,DCP,6993,Wouter T. van Kempen,,,,,,Netherlands,Netherlands,CO,,,Business Economics,Erasmus University Rotterdam,no,no,11/1/2013,no,,,,,,,
Ally Financial,345,-58,10690,3060,10500,Financials,Detroit,MI,no,no,no,yes,287,Jeffrey J. Brown,https://www.ally.com,ALLY,14412,Jeffrey J. Brown,,,,,,OH,OH,NC,Economics,Clemson,MBA,Queens University,no,no,11/1/2015,"yes, of internal subsidiary",,,,,,,
Delek US Holdings,346,51,10648,-204,3312,Energy,Brentwood,TN,no,no,no,no,397,Avigal Soreq,https://www.delekus.com,DK,1500,Avigal Soreq,11/26/1977,11/26/2023,11/1/1977,,,,Israel,TN,,,,,no,no,11/1/2022,yes,,,,,Sagittarius,46,45
Williams,347,32,10627,1517,4783,Energy,Tulsa,OK,no,no,no,yes,379,Alan S. Armstrong,https://www.williams.com,WMB,40670,Alan S. Armstrong,1/1/1964,1/1/2023,11/1/1964,"MMDD missing, default to 1/1",,,OK,OK,Civil Engineering,University of Oklahoma,no,no,no,no,11/1/2011,no,,,,,,59,47
Newell Brands,348,-23,10589,572,32000,Household Products,Atlanta,GA,no,no,no,yes,325,Ravichandra K. Saligram,https://www.newellbrands.com,NWL,8902,Ravichandra K. Saligram,,,,,,India,IN,GA,Electrical Engineering,Bangalore University,MBA,"University of Michigan, Ann Arbor",no,no,11/1/2019,yes,,,,,,,
Eastman Chemical,349,6,10476,857,14000,Chemicals,Kingsport,TN,no,no,no,yes,355,Mark J. Costa,https://www.eastman.com,EMN,14450,Mark J. Costa,1/1/1966,1/1/2023,11/1/1966,"MMDD missing, default to 1/1",Salinas,CA,CA,,Economics,University of California Berkeley,MBA,Harvard,no,no,11/1/2014,no,,,,,,57,48
Air Products & Chemicals,350,-10,10323,2099,20750,Chemicals,Allentown,PA,no,no,no,yes,340,Seifi Ghasemi,https://www.airproducts.com,APD,55409,Seifi Ghasemi,1/1/1944,1/1/2023,11/1/1944,"MMDD missing, default to 1/1",,Iran,Iran,NJ,Engineering,Abadan Institute of Technology,Mechanical Engineering,Stanford,honorary,no,11/1/2014,yes,,,,,,79,70
Thrivent Financial for Lutherans,351,18,10313,2530,3256,Financials,Minneapolis,MN,no,no,yes,yes,369,Teresa J. Rasmussen,https://www.thrivent.com,,,Teresa J. Rasmussen,,,,,,,,MN,Accounting,Minnesota State University,JD,University of North Dakota,no,no,11/1/2018,no,,,,,,,
Molson Coors Beverage,352,-38,10280,1006,16300,"Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,314,Gavin D.K. Hattersley,https://www.molsoncoors.com,TAP,11632,Gavin D.K. Hattersley,,,,,,,South Africa,IL,Finance and Accounting,University of South Africa,no,no,no,no,11/1/2015,no,,,,,,,
Interpublic Group,353,-19,10241,953,55600,Business Services,New York,NY,no,no,no,yes,334,Daryl Lee,https://www.interpublic.com,IPG,13966,Daryl Lee,,,,,,,South Africa,NY,,Rhodes University,,,yes,no,11/1/2019,yes,,,,,,,
Weyerhaeuser,354,33,10201,2607,9214,Materials,Seattle,WA,no,no,no,yes,387,Devin W. Stockfish,https://www.weyerhaeuser.com,WY,28315,Devin W. Stockfish,,,,,,,CO,WA,Mechanical Engineering,"University of Colorado, Boulder",JD,Columbia,no,no,11/1/2019,no,,,,,,,
Altice USA,355,-49,10091,990,9000,Telecommunications,Long Island City,NY,no,no,no,yes,306,Dennis Mathew,https://www.alticeusa.com,ATUS,5674,Dennis Mathew,,,,,,,PA,CT,Finance,UPenn,no,no,no,no,11/1/2022,no,,,,,,,
Raymond James Financial,356,11,9910,1403,15000,Financials,St. Petersburg,FL,no,no,no,yes,367,Paul C. Reilly,https://www.raymondjames.com,RJF,22818,Paul C. Reilly,1/1/1954,1/1/2023,11/1/1954,"MMDD missing, default to 1/1",St Petersburg,FL,FL,FL,,Notre Dame,MBA,Notre Dame,no,no,11/1/2010,yes,,,,,,69,56
EMCOR Group,357,-13,9904,384,34000,Engineering & Construction,Norwalk,CT,no,no,no,yes,344,Anthony J. Guzzi,https://www.emcorgroup.com,EME,5932,Anthony J. Guzzi,1/1/1964,1/1/2023,11/1/1964,"MMDD missing, default to 1/1",,,PA,,Civil Engineering,United States Military Academy,MBA,Harvard,no,no,11/1/2011,no,,,,,,59,47
Eversource Energy,358,-20,9863,1221,9227,Energy,Springfield,MA,no,no,no,yes,338,Joseph R. Nolan Jr.,https://www.eversource.com,ES,30403,Joseph R. Nolan Jr.,,,,,,,MA,MA,Communication,Boston College,MBA,Boston College,no,no,11/1/2021,no,,,,,,,
Yum China Holdings,359,4,9853,990,298500,"Hotels, Restaurants & Leisure",Plano,TX,no,no,yes,yes,363,Joey Wat,https://ir.yumchina.com,YUMC,17679,Joey Wat,1/1/1971,1/1/2023,11/1/1971,"MMDD missing, default to 1/1",,China,China,,,Hong Kong University,MBA,Northwestern,no,no,11/1/2018,"yes, of internal subsidiary",,,,,,52,47
Asbury Automotive Group,360,45,9838,532,14200,Retailing,Duluth,GA,no,no,no,yes,405,David W. Hult,https://www.asburyauto.com,ABG,3715,David W. Hult,1/1/1966,1/1/2023,11/1/1966,"MMDD missing, default to 1/1",,,,GA,no,no,no,no,no,no,11/1/2018,no,,,,,,57,52
Owens & Minor,361,-16,9785,222,17300,Health Care,Mechanicsville,VA,no,no,no,yes,345,Edward A. Pesicka,https://www.owens-minor.com,OMI,3376,Edward A. Pesicka,,,,,,,OH,VA,Accounting,Muskingum College,MBA,Case Western Reserve University,no,no,11/1/2019,no,,,,,,,
TravelCenters of America,461,0,7337,59,16540,Retailing,Westlake,OH,yes,no,no,yes,,Jonathan M. Pertchik,https://www.ta-petro.com,TA,638,Jonathan M. Pertchik,,,,,,,,,,Rutgers University,JD,DC School of Law,no,no,11/1/2019,yes,LLM,Georgetown University,,,,,
Hertz Global Holdings,462,0,7336,366,23000,Retailing,Estero,FL,yes,no,no,yes,,Stephen M. Scherr,https://www.hertz.com,HTZ,9509,Stephen M. Scherr,1/1/1964,1/1/2023,11/1/1964,"MMDD missing, default to 1/1",,,,NY,Public Affairs,Princeton,JD,Harvard,no,no,11/1/2022,"yes, at external subsidiary",,,,,,59,58
Analog Devices,463,18,7318,1390,24700,Technology,Wilmington,MA,no,no,no,yes,481,Vincent T. Roche,https://www.analog.com,ADI,86441,Vincent T. Roche,,,,,,Ireland,Ireland,,Electronic Systems,University of Limerick,no,no,honorary,no,11/1/2013,no,,,,,,,
Securian Financial Group,464,-43,7317,312,6941,Financials,St. Paul,MN,no,no,no,yes,421,Christopher M. Hilger,https://www.securian.com,,,Christopher M. Hilger,,,,,St. Paul,MN,IN,MN,Finance,Indiana University Bloomington,no,no,no,no,11/1/2015,yes,,,,,,,
Darden Restaurants,465,-88,7196,629,156883,"Hotels, Restaurants & Leisure",Orlando,FL,no,no,no,yes,377,Ricardo Cardenas,https://www.darden.com,DRI,16981,Ricardo Cardenas,,,,,,,FL,,Finance and Accounting,University of Central Florida,MBA,Dartmouth,no,no,11/1/2022,no,,,,,,,
NCR,466,-20,7156,97,38000,Technology,Atlanta,GA,no,no,no,yes,446,Michael D. Hayford,https://www.ncr.com,NCR,5475,Michael D. Hayford,1/1/1960,1/1/2023,11/1/1960,"MMDD missing, default to 1/1",,,,,"Accounting, Computer Science",University of Wisconsin-La Crosse,MBA,Northwestern,no,no,11/1/2018,no,,,,,,63,58
Graphic Packaging Holding,466,-31,7156,204,25000,Materials,Atlanta,GA,no,no,no,yes,435,Michael P. Doss,https://www.graphicpkg.com,GPK,6154,Michael P. Doss,,,,,,,,GA,Industrial Marketing,Western Michigan University,MBA,Western Michigan University,no,no,11/1/2016,no,Advanced Management,Harvard,,,,,
Brighthouse Financial,468,-115,7142,-108,1500,Financials,Charlotte,NC,no,no,no,no,353,Eric T. Steigerwalt,https://www.brighthousefinancial.com,BHF,3959,Eric T. Steigerwalt,,,,,,,,,Economics,Drew University,no,no,no,no,11/1/2016,no,,,,,,,
PPL,469,-87,7127,-1480,5607,Energy,Allentown,PA,no,no,no,no,382,Vincent Sorgi,https://www.pplweb.com,PPL,21002,Vincent Sorgi,,,,,,,PA,PA,Accounting,Penn State,MBA,Villanova,no,no,11/1/2020,no,,,,,,,
Cintas,470,-60,7116,1111,40000,Business Services,Cincinnati,OH,no,no,no,yes,410,Todd M. Schneider,https://www.cintas.com,CTAS,43567,Todd M. Schneider,,,,,,,,KY,Finance,Miami University,no,no,no,no,11/1/2021,no,,,,,,,
Xerox Holdings,471,-56,7038,-455,23300,Technology,Norwalk,CT,no,no,no,no,415,Steve Bandrowczak,https://www.xerox.com,XRX,3123,Steve Bandrowczak,,,,,Long Island,NY,NY,,Computer Science,Long Island University,Technology Management,Columbia,no,no,11/1/2022,no,,,,,,,
Rockwell Automation,472,-32,6997,1358,24500,Industrials,Milwaukee,WI,no,no,no,yes,440,Blake D. Moret,https://www.rockwellautomation.com,ROK,32538,Blake D. Moret,,,,,,,GA,WI,Mechanical Engineering,Georgia Tech,no,no,no,no,11/1/2016,no,,,,,,,
Citizens Financial Group,473,-92,6986,2319,17463,Financials,Providence,RI,no,no,no,yes,381,Bruce W. Van Saun,https://www.citizensbank.com,CFG,19136,Bruce W. Van Saun,1/1/1957,1/1/2023,11/1/1957,"MMDD missing, default to 1/1",,,NJ,,Business Administration,Bucknell,MBA,"University of North Carolina, Chapel Hill",no,no,11/1/2013,no,,,,,,66,56
KLA,474,-6,6919,2078,11425,Technology,Milpitas,CA,no,no,no,yes,468,Richard P. Wallace,https://www.kla.com,KLAC,55171,Richard P. Wallace,4/10/1960,4/10/2023,11/1/1960,,Lexington,KY,,CA,Electrical Engineering,"University of Michigan, Ann Arbor",Engineering Management,Santa Clara University,no,no,11/1/2006,no,,,,,Aries,63,46
Pacific Life,266,37,13936,1102,3861,Financials,Newport Beach,CA,no,no,no,yes,303,Darryl Button,https://www.pacificlife.com,,,Darryl Button,,,,,,,,CA,Actuarial Science,University of Waterloo,no,no,no,no,11/1/2022,no,,,,,,,
PulteGroup,267,17,13927,1946,6182,Engineering & Construction,Atlanta,GA,no,no,no,yes,284,Ryan R. Marshall,https://www.pultegroupinc.com,PHM,10116,Ryan R. Marshall,,,,,,,,,Accounting,University of Utah,MBA,Arizona State University,no,no,11/1/2016,no,,,,,,,
Fidelity National Information Services,268,-27,13877,417,65000,Business Services,Jacksonville,FL,no,no,no,yes,241,Gary A. Norcross,https://www.fisglobal.com,FIS,61215,Gary A. Norcross,6/25/1965,6/25/2023,11/1/1965,,,AR,AR,FL,Business Administration,"University of Arkansas, Fayetteville",no,no,no,no,11/1/2015,no,,,,,Cancer,58,50
IQVIA Holdings,269,6,13874,966,79000,Health Care,Durham,NC,no,no,no,yes,275,Ari Bousbib,https://www.iqvia.com,IQV,44141,Ari Bousbib,1/1/1962,1/1/2023,11/1/1962,,,,France,,,,Engineering,Ecole Superieure des Travaux Publics,no,no,11/1/2016,yes via merger,MBA,Columbia,,,Capricorn,61,54
Marriott International,270,23,13857,1099,120000,"Hotels, Restaurants & Leisure",Bethesda,MD,no,no,no,yes,293,Anthony G. Capuano,https://www.marriott.com,MAR,57515,Anthony G. Capuano,12/17/1965,12/17/2023,11/1/1965,,Baltimore,MD,MD,MD,Hotel Administration,Cornell,no,no,no,no,11/1/2021,no,,,,,Sagittarius,58,56
Berry Global Group,271,-10,13850,733,47000,Materials,Evansville,IN,no,no,no,yes,261,Thomas E. Salmon,https://www.berryglobal.com,BERY,7832,Thomas E. Salmon,,,,,,,,,Business Administration,Saint Bonaventure University,no,no,no,no,11/1/2017,no,,,,,,,
Ball,272,-12,13811,878,24300,Materials,Westminster,CO,no,no,no,yes,260,Daniel W. Fisher,https://www.ball.com,BLL,28909,Daniel W. Fisher,,,,,,,,CO,Business Administration,"Washington University, St Louis",MBA,"University of Colorado, Denver",no,no,11/1/2022,no,,,,,,,
Group 1 Automotive,273,13,13802,552,13711,Retailing,Houston,TX,no,no,no,yes,286,Earl J. Hesterberg,https://www.group1auto.com,GPI,2860,Earl J. Hesterberg,1/1/1953,1/1/2023,11/1/1953,"MMDD missing, default to 1/1",Cincinnati,OH,,,Psychology,Davidson College,MBA,Xavier University,no,no,11/1/2005,yes,,,,,,70,52
Leidos Holdings,274,-26,13737,753,43000,Technology,Reston,VA,no,no,no,yes,248,Roger A. Krone,https://www.leidos.com,LDOS,14728,Roger A. Krone,7/25/1956,7/25/2023,11/1/1956,,Cincinnati,OH,,,Aerospace Engineering,Georgia Tech,Aerospace Engineering,"University of Texas, Austin",no,no,11/1/2014,no,MBA,Harvard,,,Leo,67,58
Wayfair,275,-58,13708,-131,16681,Retailing,Boston,MA,no,yes,no,no,217,Niraj S. Shah,https://www.wayfair.com,W,11642,Niraj S. Shah,,,,,,,MA,MA,Engineering,Cornell,no,no,no,no,11/1/2002,founder,,,,,,,
Consolidated Edison,276,-27,13676,1346,13871,Energy,New York,NY,no,no,no,yes,249,Timothy P. Cawley,https://www.conedison.com,ED,33525,Timothy P. Cawley,,,,,,,NY,NY,Electrical Engineering,Union College,MBA,NYU,no,no,11/1/2021,yes,,,,,,,
Ameriprise Financial,277,-24,13443,2760,12000,Financials,Minneapolis,MN,no,no,no,yes,253,James M. Cracchiolo,https://www.ameriprise.com,AMP,33213,James M. Cracchiolo,1/1/1958,1/1/2023,11/1/1958,"MMDD missing, default to 1/1",,,,,Accounting and Economics,NYU,MBA,NYU,no,no,11/1/2005,"yes, of internal subsidiary",,,,,,65,47
Xcel Energy,278,-6,13431,1597,11321,Energy,Minneapolis,MN,no,no,no,yes,272,Robert C. Frenzel,https://www.xcelenergy.com,XEL,39276,Robert C. Frenzel,,,,,,,,,Industrial Engineering,Georgia Tech,MBA,University of Chicago,no,no,11/1/2021,no,,,,,,,
O'Reilly Automotive,279,-11,13328,2165,76158,Retailing,Springfield,MO,no,no,no,yes,268,Gregory D. Johnson,https://www.oreillyauto.com,ORLY,45410,Gregory D. Johnson,,,,,,,,MO,Business Administration,Tennessee Tech,no,no,no,no,11/1/2018,no,,,,,,,
Global Partners,280,81,13248,61,2960,Wholesalers,Waltham,MA,no,no,no,yes,361,Eric Slifka,https://www.globalp.com,GLP,927,Eric Slifka,1/1/1965,1/1/2023,11/1/1965,"MMDD missing, default to 1/1",,,MA,MA,,Boston College,,,no,no,11/1/2005,no,,,,,,58,40
Discover Financial Services,281,-48,13221,5449,16700,Financials,Riverwoods,IL,no,no,no,yes,233,Roger C. Hochschild,https://www.discover.com,DFS,31077,Roger C. Hochschild,,,,,,,,IL,Economics,Georgetown University,MBA,Dartmouth,no,no,11/1/2004,no,,,,,,,
Rocket Companies,282,-88,13176,308,26000,Financials,Detroit,MI,no,no,no,yes,194,Jay D. Farner,https://www.rocketcompanies.com,RKT,21906,Jay D. Farner,3/24/1973,3/24/2023,11/1/1973,,Detroit,MI,MI,MI,Finance,Michigan State University,no,no,no,no,11/1/2017,no,,,,,Aries,50,44
LKQ,283,-17,13089,1091,46000,Wholesalers,Chicago,IL,no,no,no,yes,266,Dominick P. Zarcone,https://www.lkqcorp.com,LKQ,12941,Dominick P. Zarcone,,,,,,,IL,,,"University of Illinois, Urbana-Champaign",MBA,University of Chicago,no,no,11/1/2017,no,,,,,,,
W.W. Grainger,284,-26,13022,1043,23450,Wholesalers,Lake Forest,IL,no,no,no,yes,258,D.G. Macpherson,https://www.grainger.com,GWW,26358,D.G. Macpherson,,,,,,,,IL,Industrial Engineering,Stanford,MBA,Northwestern,no,no,11/1/2016,no,,,,,,,
Quanta Services,285,-7,12980,486,43700,Engineering & Construction,Houston,TX,no,no,no,yes,278,Earl C. Austin Jr.,https://www.quantaservices.com,PWR,18780,Earl C. Austin Jr.,,,,,,,TX,TX,Business Administration,Sam Houston State University,no,no,no,no,11/1/2022,no,,,,,,,
Crown Holdings,286,-17,12979,-560,26000,Materials,Yardley,PA,no,no,no,no,269,Timothy J. Donahue,https://www.crowncork.com,CCK,15461,Timothy J. Donahue,,,,,,,,,,,,,,no,11/1/2016,no,,,,,,,
Fox,287,-40,12909,2150,9000,Media,New York,NY,no,no,no,yes,247,Lachlan K. Murdoch,https://www.foxcorporation.com,FOXA,21423,Lachlan K. Murdoch,9/8/1971,9/8/2023,11/1/1971,,London,United Kingdom,NY,CA,Philosophy,Princeton,no,no,no,no,11/1/2019,yes,,,,,Virgo,52,48
Sempra,288,-33,12857,1317,15390,Energy,San Diego,CA,no,no,no,yes,255,Jeffrey W. Martin,https://www.sempra.com,SRE,53088,Jeffrey W. Martin,2/17/1962,2/17/2023,11/1/1962,,,NC,,,,United States Military Academy,Public Administration,"University of Texas, El Paso",no,no,11/1/2018,"yes, of internal subsidiary",JD,University of Miami,,,Aquarius,61,56
Markel,289,22,12846,2425,20300,Financials,Glen Allen,VA,no,no,no,yes,311,Thomas S. Gayner,https://www.markel.com,MKL,20038,Thomas S. Gayner,,,,,,,NJ,,Accounting,University of Virginia,no,no,no,no,11/1/2016,no,,,,,,,
Markel,289,22,12846,2425,20300,Financials,Glen Allen,VA,no,no,no,yes,311,Richard R. Whitt III,https://www.markel.com,MKL,20038,Richard R. Whitt III,,,,,,,,,Accounting and Information Systems,Virginia Tech,no,no,no,no,11/1/2016,no,,,,,,,
Carvana,290,193,12814,-135,21000,Retailing,Tempe,AZ,no,yes,no,no,483,Ernest C. Garcia III,https://www.carvana.com,CVNA,19550,Ernest C. Garcia III,1/1/1983,1/1/2023,11/1/1983,"MMDD missing, default to 1/1",Phoenix,AZ,AZ,AZ,Engineering,Stanford,no,no,no,no,11/1/2011,founder,,,,,,40,28
XPO Logistics,291,-101,12806,336,44700,Transportation,Greenwich,CT,no,no,no,yes,190,Brad Jacobs,https://www.xpo.com,XPO,8357,Brad Jacobs,8/3/1956,8/3/2023,11/1/1956,,Providence,RI,,CT,"Music, Mathematics",Brown,no,no,no,yes,11/1/2011,yes,,,,,Leo,67,55
Baxter International,292,-28,12784,1284,60000,Health Care,Deerfield,IL,no,no,no,yes,264,Jose E. Almeida,https://www.baxter.com,BAX,39018,Jose E. Almeida,9/22/1961,9/22/2023,11/1/1961,,,Brazil,Brazil,IL,Mechanical Engineering,Instituto Maua de Tecnologia,no,no,no,no,11/1/2016,yes,,,,,Virgo,62,55
Ecolab,293,-56,12733,1130,47000,Chemicals,St. Paul,MN,no,no,no,yes,237,Christophe Beck,https://www.ecolab.com,ECL,50548,Christophe Beck,,,,,,Switzerland,Switzerland,MN,,,Engineering,Swiss Federal Institute of Technology,no,no,11/1/2021,no,,,,,,,
Tractor Supply,294,-3,12731,997,34000,Retailing,Brentwood,TN,no,no,no,yes,291,Harry A. Lawton III,https://www.tractorsupply.com,TSCO,26172,Harry A. Lawton III,7/4/1974,7/4/2023,11/1/1974,,Kingsport,TN,TN,TN,Chemical Engineering,North Carolina State University,MBA,University of Virginia,no,no,11/1/2020,no,,,,,Cancer,49,46
Andersons,295,71,12729,104,2334,"Food, Beverages & Tobacco",Maumee,OH,no,no,no,yes,366,Patrick Bowe,https://andersonsinc.com,ANDE,1151,Patrick Bowe,,,,,,,CA,OH,Political Science,Stanford,Economics,Stanford,no,no,11/1/2015,no,,,,,,,
Keurig Dr Pepper,296,-29,12683,2146,27500,"Food, Beverages & Tobacco",Burlington,MA,no,no,no,yes,267,Ozan Dokmecioglu,https://www.keurigdrpepper.com,KDP,53748,Ozan Dokmecioglu,,,,,,Cyprus,Cyprus,,Business Administration,Middle East Technical University,no,no,no,no,11/1/2022,no,,,,,,,
Universal Health Services,297,-27,12642,992,78850,Health Care,King of Prussia,PA,no,no,no,yes,270,Marc D. Miller,https://www.uhsinc.com,UHS,10843,Marc D. Miller,1/1/1970,1/1/2023,11/1/1970,"MMDD missing, default to 1/1",,,PA,PA,Political Science,University of Vermont,MBA,UPenn,no,no,11/1/2021,no,,,,,,53,51
CSX,298,-6,12522,3781,20919,Transportation,Jacksonville,FL,no,no,no,yes,292,Joseph R. Hinrichs,https://www.csx.com,CSX,81588,Joseph R. Hinrichs,1/1/1966,1/1/2023,11/1/1966,"MMDD missing, default to 1/1",Columbus,OH,OH,MI,Electrical Engineering,University of Dayton,MBA,Harvard,honorary,no,11/1/2022,"yes, at external subsidiary",,,,,,57,56
Henry Schein,299,-1,12401,631,21600,Health Care,Melville,NY,no,no,no,yes,298,Stanley Bergman,https://www.henryschein.com,HSIC,8952,Stanley Bergman,1/1/1951,1/1/2023,11/1/1951,"MMDD missing, default to 1/1",,South Africa,South Africa,NY,Commerce,University of Witwatersrand,no,no,honorary,no,11/1/1989,no,,,,,,72,38
Sonic Automotive,300,8,12396,349,10200,Retailing,Charlotte,NC,no,no,no,yes,308,David Bruton Smith,https://www.sonicautomotive.com,SAH,1729,David Bruton Smith,1/1/1975,1/1/2023,11/1/1975,"MMDD missing, default to 1/1",,,,NC,,,,,no,no,11/1/2018,no,,,,,,48,43
eBay,301,-25,12394,13608,10800,Technology,San Jose,CA,no,no,no,yes,276,Jamie Iannone,https://www.ebay.com,EBAY,33642,Jamie Iannone,,,,,,,,,Engineering,Princeton,MBA,Stanford,no,no,11/1/2020,"yes, at external subsidiary",,,,,,,
Textron,302,-37,12382,746,33000,Aerospace & Defense,Providence,RI,no,no,no,yes,265,Scott C. Donnelly,https://www.textron.com,TXT,16091,Scott C. Donnelly,1/1/1961,1/1/2023,11/1/1961,"MMDD missing, default to 1/1",,,,,Electrical and Computer Engineering,"University of Colorado, Boulder",no,no,no,no,11/1/2009,"yes, at external subsidiary",,,,,,62,48
Jones Financial (Edward Jones),303,-8,12373,1605,50000,Financials,Des Peres,MO,no,no,yes,yes,295,Penny Pennington,https://www.edwardjones.com,,,Penny Pennington,10/24/1963,10/24/2023,11/1/1963,,Nashville,TN,TN,MO,Commerce,University of Virginia,MBA,Northwestern,no,no,11/1/2019,no,,,,,Scorpio,60,56
Community Health Systems,304,-45,12368,230,58500,Health Care,Franklin,TN,no,no,no,yes,259,Tim L. Hingtgen,https://www.chs.net,CYH,1599,Tim L. Hingtgen,,,,,,,,TN,Business Administration,University of Iowa,MBA,"University of Nevada, Las Vegas",no,no,11/1/2021,yes,,,,,,,
Mosaic,305,41,12357,1631,12525,Chemicals,Tampa,FL,no,no,no,yes,346,James C. O'Rourke,https://www.mosaicco.com,MOS,24493,James C. O'Rourke,,,,,,Canada,Canada,,Mineral Engineering,University of British Columbia,MBA,INSEAD,no,no,11/1/2015,no,,,,,,,
Thor Industries,306,62,12317,660,31000,Motor Vehicles & Parts,Elkhart,IN,no,no,no,yes,368,Robert Martin,https://www.thorindustries.com,THO,4273,Robert Martin,,,,,,IN,IN,IN,,Purdue,no,no,no,no,11/1/2013,no,,,,,,,
Fifth Third Bancorp,415,-57,8329,2770,19112,Financials,Cincinnati,OH,no,no,no,yes,358,Timothy N. Spence,https://www.53.com,FITB,29511,Timothy N. Spence,1/1/1979,1/1/2023,11/1/1979,"MMDD missing, default to 1/1",Portland,OR,OR,OH,"Economics, English",Colgate University,no,no,no,no,11/1/2022,no,,,,,,44,43
WEC Energy Group,416,-16,8316,1300,6938,Energy,Milwaukee,WI,no,no,no,yes,400,Scott J. Lauber,https://www.wecenergygroup.com,WEC,31484,Scott J. Lauber,1/1/1966,1/1/2023,11/1/1966,"MMDD missing, default to 1/1",,,WI,WI,Accounting,University of Wisconsin-Whitewater,no,no,no,no,11/1/2022,,,,,,,57,56
S&P Global,417,-24,8297,3024,22850,Business Services,New York,NY,no,no,no,yes,393,Douglas L. Peterson,https://www.spglobal.com,SPGI,142344,Douglas L. Peterson,1/1/1959,1/1/2023,11/1/1959,"MMDD missing, default to 1/1",,,NM,,"Mathematics, History",Claremont McKenna College,MBA,UPenn,no,no,11/1/2013,"yes, at external subsidiary",,,,,,64,54
FM Global,418,5,8275,2842,5560,Financials,Johnston,RI,no,no,no,yes,423,Malcolm C. Roberts,https://www.fmglobal.com,,,Malcolm C. Roberts,,,,,,,,,Chemical Engineering,University of Birmgham,no,no,no,no,11/1/2022,no,,,,,,,
Polaris,419,-12,8252,494,16000,Transportation,Medina,MN,no,no,no,yes,407,Michael T. Speetzen,https://www.polaris.com,PII,6264,Michael T. Speetzen,,,,,,,,,Finance,Purdue,MBA,Arizona State University,no,no,11/1/2021,no,,,,,,,
